id	categories	canonical	display	expected	target	status	path_id
Earring_SeasilkPearl	Cosmetics	Seasilk Pearl	Seasilk Pearl	海丝珍珠	海丝珍珠	covered	82828
Earring_SunSigial	Cosmetics	Sun Sigil	Sun Sigial	太阳印记	太阳印记	covered	82829
Earring_SylvanSprout	Cosmetics	Sylvan Sprout	Sylvan Sprout	森林新芽	森林新芽	covered	82830
Earth Gem	Gems	Earth Gem	Earth Gem	大地宝石	大地宝石	covered	84206
Earth Shaker	Cosmetics,Equips	Earth Shaker	Earth Shaker	撼地者	撼地者	covered	84032
Earth Shield	Cosmetics,Equips	Obsidian Bulwark	Obsidian Bulwark	黑曜石壁垒	黑曜石壁垒	covered	83971
EarthAttunement	Statuses	Earth Attunement	Earth Attunement	大地调和	大地调和	covered	85518
EarthBarrier	Skills,Statuses	Avatar of Stone | Earth Barrier	Avatar of Stone	岩石化身	岩石化身	covered	85255
EarthBarrier	Skills,Statuses	Avatar of Stone | Earth Barrier	Earth Barrier	大地屏障	大地屏障	covered	85519
EarthBarrier2	Statuses	Arcane Barrier	Arcane Barrier	奥术屏障	奥术屏障	covered	85520
Earthbolt	Skills	Earthbolt	Earthbolt	大地飞弹	大地飞弹	covered	85258
Earthbolt Gem	Gems	Earthbolt Gem	Earthbolt Gem	大地飞弹宝石	大地飞弹宝石	covered	84208
EarthExposure	Statuses	Earth Exposure	Earth Exposure	大地易伤	大地易伤	covered	85521
Earthquake	Skills	Earthquake	Earthquake	地震	地震	covered	85259
Earthquake Gem	Gems	Earthquake Gem	Earthquake Gem	地震宝石	地震宝石	covered	84209
EarthSpikes	Skills	Earth Spikes	Earth Spikes	大地尖刺	大地尖刺	covered	85256
EarthSpikes Gem	Gems	Earth Spikes Gem	Earth Spikes Gem	大地尖刺宝石	大地尖刺宝石	covered	84207
EarthWall	Skills	Earth Wall	Earth Wall	岩壁	岩壁	covered	85257
Earthworm	Monsters	Grave Worm	Grave Worm	墓穴蠕虫	墓穴蠕虫	covered	84899
Earthworm	Monsters	Grave Worm	Grave Worm Card	墓穴蠕虫卡片	墓穴蠕虫卡片	covered	82543
Ebony	Junks	Ebony	Ebony	乌木	乌木	covered	84388
Eclipse Kunai	Cosmetics,Equips	Eclipse Kunai	Eclipse Kunai	日蚀苦无	日蚀苦无	covered	84040
EclipsingAegis	Skills,Statuses	Eclipsing Aegis	Eclipsing Aegis	蚀光圣盾	蚀光圣盾	covered	85260
Edge of Twilight	Cosmetics,Equips	Edge of Twilight	Edge of Twilight	暮光边缘	暮光边缘	covered	84041
Egg	Monsters	Egg	Egg	蛋	蛋	covered	84900
Egg	Monsters	Egg	Egg Card	蛋卡片	蛋卡片	covered	82544
Egglet	Monsters	Egglet	Egglet	蛋蛋	蛋蛋	covered	84901
Egglet	Monsters	Egglet	Egglet Card	蛋蛋卡片	蛋蛋卡片	covered	82545
Elder Wisp Blue	Monsters	Elder Frost	Elder Frost	冰霜长老	冰霜长老	covered	84902
Elder Wisp Blue	Monsters	Elder Frost	Elder Frost Card	冰霜长老卡片	冰霜长老卡片	covered	82546
Elder Wisp Purple	Monsters	Elder Lightning	Elder Lightning	闪电长老	闪电长老	covered	84903
Elder Wisp Purple	Monsters	Elder Lightning	Elder Lightning Card	闪电长老卡片	闪电长老卡片	covered	82547
Elder Wisp Yellow	Monsters	Elder Fire	Elder Fire	火焰长老	火焰长老	covered	84904
Elder Wisp Yellow	Monsters	Elder Fire	Elder Fire Card	火焰长老卡片	火焰长老卡片	covered	82548
ElementalAttunement	Statuses	Elemental Attunement	Elemental Attunement	元素调和	元素调和	covered	85523
Elixir Gourd	Cosmetics,Equips	Elixir Gourd	Elixir Gourd	灵药葫芦	灵药葫芦	covered	83973
Elusive	Statuses	Elusive	Elusive	飘忽	飘忽	covered	85524
Emberhide Helm	Cosmetics,Equips	Emberhide Helm	Emberhide Helm	烬皮头盔	烬皮头盔	covered	83862
Embershard	Cosmetics,Equips	Embershard	Embershard	余烬碎片	余烬碎片	covered	84042
Emerald	Junks	Emerald	Emerald	翡翠	翡翠	covered	84389
Emerald Crown	Cosmetics,Equips	Emerald Crown	Emerald Crown	翡翠皇冠	翡翠皇冠	covered	83863
Emote_Crown	Cosmetics	Crown Emote	Crown Emote	王冠表情	王冠表情	covered	82964
Emote_Flair	Cosmetics	Flair Emote	Flair Emote	天赋表情	天赋表情	covered	82965
Emote_Salsa	Cosmetics	Salsa Emote	Salsa Emote	萨尔萨表情	萨尔萨表情	covered	82966
Emote_Samba	Cosmetics	Samba Emote	Samba Emote	桑巴表情	桑巴表情	covered	82967
Emote_Twerk	Cosmetics	Twerk Emote	Twerk Emote	电臀舞表情	电臀舞表情	covered	82968
EnchantArmorHoly	Skills,Statuses	Sanctify	Sanctify	圣化	圣化	covered	85261
EnchantEarth	Skills,Statuses	Enchant Earth	Enchant Earth	大地附魔	大地附魔	covered	85262
EnchantFire	Skills,Statuses	Enchant Fire	Enchant Fire	火焰附魔	火焰附魔	covered	85263
EnchantHoly	Skills,Statuses	Enchant Holy	Enchant Holy	神圣附魔	神圣附魔	covered	85264
EnchantPoison	Skills,Statuses	Enchant Poison	Enchant Poison	剧毒附魔	剧毒附魔	covered	85265
EnchantShadow	Skills,Statuses	Enchant Shadow	Enchant Shadow	暗影附魔	暗影附魔	covered	85266
EnchantUndead	Skills,Statuses	Enchant Undead	Enchant Undead	亡灵附魔	亡灵附魔	covered	85267
EnchantWater	Skills,Statuses	Enchant Water	Enchant Water	水附魔	水附魔	covered	85268
EnchantWind	Skills,Statuses	Enchant Wind	Enchant Wind	疾风附魔	疾风附魔	covered	85269
Endless Gum	Junks	Endless Gum	Endless Gum	无尽口香糖	无尽口香糖	covered	84390
EndowHoly	Skills	Endow Holy	Endow Holy	圣光灌注	圣光灌注	covered	85270
Endure	Skills,Statuses	Endure	Endure	忍耐	忍耐	covered	85271
Energy Sword Blue	Cosmetics,Equips	Prism Blade	Prism Blade	棱镜之刃	棱镜之刃	covered	84043
Energy Sword Purple	Cosmetics,Equips	Umbral Blade	Umbral Blade	幽影之刃	幽影之刃	covered	84044
Energy Sword Yellow	Cosmetics,Equips	Chromatic Blade	Chromatic Blade	虹彩之刃	虹彩之刃	covered	84045
EnergyShield	Skills,Statuses	Energy Shield	Energy Shield	能量护盾	能量护盾	covered	85272
Enrage	Statuses	Enrage	Enrage	激怒	激怒	covered	85536
Essence Chaos	Junks	Essence of Chaos	Essence of Chaos	混沌精华	混沌精华	covered	84391
Essence Destruction	Junks	Essence of Destruction	Essence of Destruction	毁灭精华	毁灭精华	covered	84392
Essence Flow	Junks	Essence of Flow	Essence of Flow	流转精华	流转精华	covered	84393
Essence Growth	Junks	Essence of Growth	Essence of Growth	成长精华	成长精华	covered	84394
Essence Rebirth	Junks	Essence of Rebirth	Essence of Rebirth	重生精华	重生精华	covered	84395
EtenalTower	NPCs	Dark Disciple	Dark Disciple	暗影信徒	暗影信徒	covered	85143
Eternis	Artifacts	Eternis	Eternis	埃特尼斯	埃特尼斯	covered	82418
Everfrost Staff	Cosmetics,Equips	Everfrost Staff	Everfrost Staff	永霜法杖	永霜法杖	covered	84046
Execute	Skills	Execute	Execute	处决	处决	covered	85273
Execute Gem	Gems	Execute Gem	Execute Gem	处决宝石	处决宝石	covered	84210
Executioner Axe	Cosmetics,Equips	Executioner Axe	Executioner Axe	刽子手斧	刽子手斧	covered	84047
Exorcism	Skills	Exorcism	Exorcism	驱魔	驱魔	covered	85274
Exorcism Gem	Gems	Exorcism Gem	Exorcism Gem	驱魔宝石	驱魔宝石	covered	84211
Exorcist Bible	Cosmetics,Equips	Exorcist Bible	Exorcist Bible	驱魔圣经	驱魔圣经	covered	84048
Exorcist Staff	Cosmetics,Equips	Exorcist Staff	Exorcist Staff	驱魔法杖	驱魔法杖	covered	84049
ExorcistBrand	Statuses	Exorcist's Brand	Exorcist's Brand	驱魔者烙印	驱魔者烙印	covered	85537
ExplosiveGrenade	Skills	Explosive Grenade	Explosive Grenade	爆炸手榴弹	爆炸手榴弹	covered	85275
ExplosiveGrenade Gem	Gems	Explosive Grenade Gem	Explosive Grenade Gem	爆炸手榴弹宝石	爆炸手榴弹宝石	covered	84212
Eye of Vigil	Cosmetics,Equips	Eye of Vigil	Eye of Vigil	守夜之眼	守夜之眼	covered	84050
Eye_Demonic_F	Cosmetics	Demonic Female Eye	Demonic Female Eye	恶魔女之眼	恶魔女之眼	covered	82969
Eye_Demonic_M	Cosmetics	Demonic Male Eye	Demonic Male Eye	恶魔男之眼	恶魔男之眼	covered	82970
Eyeball Bat Blue	Monsters	Azure Gazer	Azure Gazer	蔚蓝凝视者	蔚蓝凝视者	covered	84905
Eyeball Bat Blue	Monsters	Azure Gazer	Azure Gazer Card	蔚蓝凝视者卡片	蔚蓝凝视者卡片	covered	82549
Eyeball Bat Green	Monsters	Jade Gazer	Jade Gazer	玉凝视者	玉凝视者	covered	84906
Eyeball Bat Green	Monsters	Jade Gazer	Jade Gazer Card	玉凝视者卡片	玉凝视者卡片	covered	82550
Eyeball Bat Red	Cosmetics,Monsters	Ruby Eyewing Pet | Ruby Gazer	Ruby Gazer	红宝石凝视者	红宝石凝视者	covered	84907
Eyeball Bat Red	Cosmetics,Monsters	Ruby Eyewing Pet | Ruby Gazer	Ruby Gazer Card	红宝石凝视者卡片	红宝石凝视者卡片	covered	82551
Eyeball Bat Red	Cosmetics,Monsters	Ruby Eyewing Pet | Ruby Gazer	Ruby Gazer Pet	红宝石眼翼宠物	红宝石眼翼宠物	covered	83286
Eyeball Creep Blue	Monsters	Azure Eyestalk	Azure Eyestalk	蔚蓝眼柄	蔚蓝眼柄	covered	84908
Eyeball Creep Blue	Monsters	Azure Eyestalk	Azure Eyestalk Card	蔚蓝眼柄卡片	蔚蓝眼柄卡片	covered	82552
Eyeball Creep Green	Monsters	Jade Eyestalk	Jade Eyestalk	玉眼柄	玉眼柄	covered	84909
Eyeball Creep Green	Monsters	Jade Eyestalk	Jade Eyestalk Card	玉眼柄卡片	玉眼柄卡片	covered	82553
Eyeball Creep Red	Monsters	Ruby Eyestalk	Ruby Eyestalk	红宝石眼柄	红宝石眼柄	covered	84910
Eyeball Creep Red	Monsters	Ruby Eyestalk	Ruby Eyestalk Card	红宝石眼柄卡片	红宝石眼柄卡片	covered	82554
Eyeball Mage	Monsters	Beholder	Beholder	眼魔	眼魔	covered	84914
Eyeball Mage	Monsters	Beholder	Beholder Card	眼魔卡片	眼魔卡片	covered	82558
Eyeball Mage Blue	Monsters	Azure Beholder	Azure Beholder	蔚蓝眼魔	蔚蓝眼魔	covered	84911
Eyeball Mage Blue	Monsters	Azure Beholder	Azure Beholder Card	蔚蓝眼魔卡片	蔚蓝眼魔卡片	covered	82555
Eyeball Mage Green	Monsters	Jade Beholder	Jade Beholder	翡翠眼魔	翡翠眼魔	covered	84912
Eyeball Mage Green	Monsters	Jade Beholder	Jade Beholder Card	翡翠眼魔卡片	翡翠眼魔卡片	covered	82556
Eyeball Mage Red	Monsters	Ruby Beholder	Ruby Beholder	红宝石眼魔	红宝石眼魔	covered	84913
Eyeball Mage Red	Monsters	Ruby Beholder	Ruby Beholder Card	红宝石眼魔卡片	红宝石眼魔卡片	covered	82557
Eyeball Monster	Monsters	Kraken	Eyeball Monster	克拉肯	克拉肯	covered	85668
Eyeball Monster	Monsters	Kraken	Kraken	克拉肯	克拉肯	covered	84915
Eyeball Monster	Monsters	Kraken	Kraken Card	克拉肯卡片	克拉肯卡片	covered	82559
Eyepatch	Cosmetics,Equips	Eyepatch	Eyepatch	眼罩	眼罩	covered	83864
Eyewear_Cuervo_F	Cosmetics	Cuervo Female Eyewear	Cuervo Female Eyewear	克乌沃女式眼镜	克乌沃女式眼镜	covered	82979
Eyewear_Cuervo_M	Cosmetics	Cuervo Male Eyewear	Cuervo Male Eyewear	克乌沃男式眼镜	克乌沃男式眼镜	covered	82980
Eyewear_CyberRogue	Cosmetics	Cyber Rogue Eyewear	Cyber Rogue Eyewear	网络盗贼眼镜	网络盗贼眼镜	covered	82981
Face_CrystalEars	Cosmetics	Frost Crystal Ears	Crystal Ears	冰霜水晶耳朵	冰霜水晶耳朵	covered	82982
Face_DeathMage	Cosmetics	Archon's Veil	Death Mage Mask	执政官面纱	执政官面纱	covered	82983
Face_Goggles	Cosmetics	Round Goggles	Goggles	回旋护目镜	回旋护目镜	covered	82984
Face_KitsuneMask	Cosmetics	Kitsune Mask	Kitsune Mask	狐面具	狐面具	covered	82986
Face_OniMask	Cosmetics	Oni Mask	Oni Mask	鬼面具	鬼面具	covered	82988
Faith	SkillPassives	Faith	Faith	信仰	信仰	covered	85168
Falcon Band	Cosmetics,Equips	Falcon Band	Falcon Band	猎鹰发带	猎鹰发带	covered	83865
Falcon Hood	Cosmetics,Equips	Falcon Hood	Falcon Hood	猎鹰兜帽	猎鹰兜帽	covered	83866
False Acasia	Junks	False Acacia	False Acasia	假金合欢	假金合欢	covered	84397
False Acasia Piece	Junks	False Acacia Piece	False Acasia Piece	假金合欢片	假金合欢片	covered	84396
Fanaticism	Skills,Statuses	Fanaticism	Fanaticism	狂热	狂热	covered	85278
FanFire	Skills	Fan Fire	Fan Fire	扇形射击	扇形射击	covered	85276
FanFire Gem	Gems	Fan Fire Gem	Fan Fire Gem	扇形射击宝石	扇形射击宝石	covered	84213
Fang Clip	Cosmetics,Equips	Fang Clip	Fang Clip	獠牙发夹	獠牙发夹	covered	83502
Fang of the Moon	Cosmetics,Equips	Fang of the Moon	Fang of the Moon	月之牙	月之牙	covered	84051
FanOfKnives	Skills	Fan Of Knives	Fan Of Knives	刀扇	刀扇	covered	85277
FanOfKnives Gem	Gems	Fan Of Knives Gem	Fan Of Knives Gem	刀扇宝石	刀扇宝石	covered	84214
Feather	Junks	Feather	Feather	羽毛	羽毛	covered	84398
Feathered Crown	Cosmetics,Equips	Jadefeather Crown	Feathered Crown	玉羽王冠	玉羽王冠	covered	83867
Feathered Scout Hat	Cosmetics,Equips	Feathered Scout Hat	Feathered Scout Hat	羽饰斥候帽	羽饰斥候帽	covered	83868
Feet_Academy	Cosmetics	Academy Shoes	Academy Shoes	学院鞋	学院鞋	covered	83035
Feet_Agi	Cosmetics,Equips	Speed Shoes	Speed Shoes	迅捷鞋	迅捷鞋	covered	83575
Feet_Angel	Cosmetics	Angel Shoes	Angel Shoes	天使鞋	天使鞋	covered	83036
Feet_Cuervo	Cosmetics	Cuervo Shoes	Cuervo Shoes	克乌沃鞋	克乌沃鞋	covered	83038
Feet_CyberRogue	Cosmetics	Cyber Rogue Shoes	Cyber Rogue Shoes	赛博盗贼鞋	赛博盗贼鞋	covered	83039
Feet_Demonic_F	Cosmetics	Demonic Female Shoes	Demonic Female Shoes	恶魔女鞋	恶魔女鞋	covered	83040
Feet_Demonic_M	Cosmetics	Demonic Male Shoes	Demonic Male Shoes	恶魔男鞋	恶魔男鞋	covered	83041
Feet_Dex	Cosmetics,Equips	Precision Shoes	Precision Shoes	精准鞋	精准鞋	covered	83576
Feet_Easter_F	Cosmetics	Easter Female Shoes	Easter Female Shoes	复活节女鞋	复活节女鞋	covered	83042
Feet_Easter_M	Cosmetics	Easter Male Shoes	Easter Male Shoes	复活节男鞋	复活节男鞋	covered	83043
Feet_FireFox	Cosmetics	Fire Fox Shoes	Fire Fox Shoes	火焰狐狸鞋	火焰狐狸鞋	covered	83044
Feet_Gladys	Cosmetics	Gladys Shoes	Gladys Shoes	格拉迪斯鞋	格拉迪斯鞋	covered	83046
Feet_GS	Cosmetics	Gunslinger Shoes	Gunslinger Shoes	神枪手鞋	神枪手鞋	covered	83045
Feet_IceFox	Cosmetics	Ice Fox Shoes	Ice Fox Shoes	冰霜狐狸鞋	冰霜狐狸鞋	covered	83047
Feet_Int	Cosmetics,Equips	Mind Shoes	Mind Shoes	心灵鞋	心灵鞋	covered	83577
Feet_Luk	Cosmetics,Equips	Fate Shoes	Fate Shoes	命运鞋	命运鞋	covered	83578
Feet_Priest_F	Cosmetics	Priest Female Shoes	Priest Female Shoes	牧师女鞋	牧师女鞋	covered	83049
Feet_Priest_M	Cosmetics	Priest Male Shoes	Priest Male Shoes	牧师男鞋	牧师男鞋	covered	83050
Feet_Shinobi	Cosmetics	Shinobi Shoes	Shinobi Shoes	忍者鞋	忍者鞋	covered	83051
Feet_SpiritValer	Cosmetics	Spirit Valer Shoes	Spirit Valer Shoes	灵谷勇士鞋	灵谷勇士鞋	covered	83052
Feet_Str	Cosmetics,Equips	Power Shoes	Power Shoes	力量鞋	力量鞋	covered	83579
Feet_SukebanF	Cosmetics	Sukeban Female Shoes	Sukeban Female Shoes	不良风女式鞋	不良风女式鞋	covered	83053
Feet_SukebanM	Cosmetics	Sukeban Male Shoes	Sukeban Shoes	不良风男式鞋	不良风男式鞋	covered	83054
Feet_Transparent	Cosmetics	Transparent Shoes	Transparent Shoes	透明鞋	透明鞋	covered	83056
Feet_Urban	Cosmetics	Urban Shoes	Urban Shoes	都市鞋	都市鞋	covered	83058
Feet_Vit	Cosmetics,Equips	Endurance Shoes	Endurance Shoes	坚韧鞋	坚韧鞋	covered	83580
Feet_WhiteCatHoodie	Cosmetics	White Cat Shoes	White Cat Shoes	白色猫鞋	白色猫鞋	covered	83059
Feet_Wizard_F	Cosmetics	Wizard Female Shoes	Wizard Female Shoes	巫师女鞋	巫师女鞋	covered	83060
Feet_Wizard_M	Cosmetics	Wizard Male Shoes	Wizard Male Shoes	巫师男鞋	巫师男鞋	covered	83061
Ferncloak	Cosmetics,Equips	Ferncloak	Ferncloak	蕨斗篷	蕨斗篷	covered	83581
Ferocity	Skills,Statuses	Ferocity	Ferocity	凶猛	凶猛	covered	85279
Festival Cap	Cosmetics,Equips	Lantern Cap	Festival Cap	灯笼帽	灯笼帽	covered	83869
Festival Rockets	Cosmetics,Equips	Festival Firecrackers	Festival Rockets	节日鞭炮	节日鞭炮	covered	83686
Festival Turtle Cap	Cosmetics,Equips	Lucky Turtle Cap	Festival Turtle Cap	幸运乌龟帽	幸运乌龟帽	covered	83870
Festive Gift Box	Cosmetics,Equips	Ribboned Gift Box	Festive Gift Box	丝带礼品盒	丝带礼品盒	covered	83871
FieldCurse	Skills	Banishment Field	Banishment Field	放逐领域	放逐领域	covered	85280
FieldCurse Gem	Gems	Banishment Field Gem	Banishment Field Gem	放逐领域宝石	放逐领域宝石	covered	84215
FieldDamage	Skills	Dissonance Well	Dissonance Well	失谐涌泉	失谐涌泉	covered	85281
FieldDamage Gem	Gems	Dissonance Well Gem	Dissonance Well Gem	失谐涌泉宝石	失谐涌泉宝石	covered	84216
FieldHealing	Skills	Resonance Well	Resonance Well	共鸣涌泉	共鸣涌泉	covered	85282
FieldHealing Gem	Gems	Resonance Well Gem	Resonance Well Gem	共鸣涌泉宝石	共鸣涌泉宝石	covered	84217
FieldSilence	Skills	Suppression Field	Suppression Field	压制领域	压制领域	covered	85283
FieldSilence Gem	Gems	Suppression Field Gem	Suppression Field Gem	压制领域宝石	压制领域宝石	covered	84218
Fire	Monsters	Ember	Ember	余烬	余烬	covered	84918
Fire	Monsters	Ember	Ember Card	余烬卡片	余烬卡片	covered	82562
Fire	Monsters	Ember	Fire	火焰	火焰	covered	83445
Fire Gem	Gems	Fire Gem	Fire Gem	火焰宝石	火焰宝石	covered	84219
Fire Mage	Monsters	Fire Mage	Fire Mage	火法师	火法师	covered	84917
Fire Mage	Monsters	Fire Mage	Fire Mage Card	火法师卡片	火法师卡片	covered	82561
Fire Shield	Cosmetics,Equips	Molten Core Heater	Molten Core Heater	熔芯护盾	熔芯护盾	covered	83974
FireAttunement	Statuses	Fire Attunement	Fire Attunement	火焰调和	火焰调和	covered	85540
Fireball	Skills	Fireball	Fireball	火球	火球	covered	85288
Fireball Gem	Gems	Fireball Gem	Fireball Gem	火球宝石	火球宝石	covered	84222
FireBarrier	Skills,Statuses	Avatar of Fire | Fire Barrier	Avatar of Fire	火焰化身	火焰化身	covered	85284
FireBarrier	Skills,Statuses	Avatar of Fire | Fire Barrier	Fire Barrier	火焰屏障	火焰屏障	covered	85541
FireBarrier2	Statuses	Arcane Barrier	Arcane Barrier	奥术屏障	奥术屏障	covered	85542
Firebolt	Skills	Firebolt	Firebolt	火焰弹	火焰弹	covered	85289
Firebolt Gem	Gems	Firebolt Gem	Firebolt Gem	火焰弹宝石	火焰弹宝石	covered	84223
FireExposure	Statuses	Fire Exposure	Fire Exposure	火焰易伤	火焰易伤	covered	85543
FireField	Skills	Flame Ground	Flame Ground	烈焰之地	烈焰之地	covered	85285
FirePillar	Skills	Fire Pillar	Fire Pillar	火柱	火柱	covered	85286
FirePillar Gem	Gems	Fire Pillar Gem	Fire Pillar Gem	火柱宝石	火柱宝石	covered	84220
FireRelease	Skills,Statuses	Fire Release	Fire Release	火遁	火遁	covered	85287
FireRelease Gem	Gems	Fire Release Gem	Fire Release Gem	火遁宝石	火遁宝石	covered	84221
Firewall	Skills	Firewall	Firewall	火焰之墙	火焰之墙	covered	85290
Firewood	Junks	Firewood	Firewood	木柴	木柴	covered	84399
FIsh Blue	Monsters	Bluefin	Bluefin	蓝鳍金枪鱼	蓝鳍金枪鱼	covered	84916
FIsh Blue	Monsters	Bluefin	Bluefin Card	蓝鳍金枪鱼卡片	蓝鳍金枪鱼卡片	covered	82560
Fish Man Blue	Monsters	Aqua Merling	Aqua Merling	水蓝鱼人	水蓝鱼人	covered	84919
Fish Man Blue	Monsters	Aqua Merling	Aqua Merling Card	水蓝鱼人卡片	水蓝鱼人卡片	covered	82563
Fish Man Pink	Cosmetics,Monsters	Roseate Finfolk Pet | Roseate Merling	Roseate Merling	玫红鱼人	玫红鱼人	covered	84920
Fish Man Pink	Cosmetics,Monsters	Roseate Finfolk Pet | Roseate Merling	Roseate Merling Card	玫红鱼人卡片	玫红鱼人卡片	covered	82564
Fish Man Pink	Cosmetics,Monsters	Roseate Finfolk Pet | Roseate Merling	Roseate Merling Pet	玫红鱼人宠物	玫红鱼人宠物	covered	83287
Fish Man Yellow	Monsters	Canary Merling	Canary Merling	金黄鱼人	金黄鱼人	covered	84921
Fish Man Yellow	Monsters	Canary Merling	Canary Merling Card	金黄鱼人卡片	金黄鱼人卡片	covered	82565
Fish Merman Blue	Monsters	Sapphire Merman	Sapphire Merman	蓝宝石人鱼	蓝宝石人鱼	covered	84922
Fish Merman Blue	Monsters	Sapphire Merman	Sapphire Merman Card	蓝宝石人鱼卡片	蓝宝石人鱼卡片	covered	82566
Fish Merman Pink	Monsters	Coral Merman	Coral Merman	珊瑚人鱼	珊瑚人鱼	covered	84923
Fish Merman Pink	Monsters	Coral Merman	Coral Merman Card	珊瑚人鱼卡片	珊瑚人鱼卡片	covered	82567
Fish Merman Yellow	Monsters	Topaz Merman	Topaz Merman	黄玉人鱼	黄玉人鱼	covered	84924
Fish Merman Yellow	Monsters	Topaz Merman	Topaz Merman Card	黄玉人鱼卡片	黄玉人鱼卡片	covered	82568
Fish Oil	Junks	Fish Oil	Fish Oil	鱼油	鱼油	covered	84400
Fish Pink	Monsters	Rosetail	Rosetail	玫瑰尾	玫瑰尾	covered	84925
Fish Pink	Monsters	Rosetail	Rosetail Card	玫瑰尾卡片	玫瑰尾卡片	covered	82569
Fish Yellow	Monsters	Goldtail	Goldtail	金尾	金尾	covered	84926
Fish Yellow	Monsters	Goldtail	Goldtail Card	金尾卡片	金尾卡片	covered	82570
Fishbone	Junks	Fishbone	Fishbone	鱼骨	鱼骨	covered	84401
Flame	Cosmetics,Monsters	Blaze | Blazer Pet	Blaze	烈焰	烈焰	covered	84927
